date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:26:03	84/84	---M--	302	error ('Found')	text/html	date:Wed,%2028%20Oct%202020%2014:26:05%20GMT	https://shor.by/ms7e	/home/william/websites/asd/shor.by/ms7e	(from https://shor.by/setdgv5)
10:26:05	472384/472384	---M--	200	added ('OK')	image/png	etag:%222055c284272b29073123fba2483311eb%22	https://cdn.filestackcontent.com/compress=m:true/quality=v:80/cache=expiry:max/no_metadata/CRcyxp5SXKSvgPjp03aA	/home/william/websites/asd/cdn.filestackcontent.com/compress=m_true/quality=v_80/cache=expiry_max/no_metadata/Banner3.png	(from https://shor.by/setdgv5)
10:26:06	104/104	---M--	302	error ('Found')	text/html	date:Wed,%2028%20Oct%202020%2014:26:08%20GMT	https://shor.by/1yVS	/home/william/websites/asd/shor.by/1yVS	(from https://shor.by/setdgv5)
10:26:08	397852/397852	---M--	200	added ('OK')	image/png	etag:%22532fd538cf4aee6cd541632d12f9b273%22	https://cdn.filestackcontent.com/compress=m:true/quality=v:80/cache=expiry:max/no_metadata/N5ccClES0q9Ys3AdxBaw	/home/william/websites/asd/cdn.filestackcontent.com/compress=m_true/quality=v_80/cache=expiry_max/no_metadata/Banner5.png	(from https://shor.by/setdgv5)
10:26:08	604761/604761	---M--	200	added ('OK')	image/png	etag:%227a6c98bfc105a896c6419c286b0561e8%22	https://cdn.filestackcontent.com/compress=m:true/quality=v:80/cache=expiry:max/no_metadata/tCXeYLMTSuo5JiSoo3vZ	/home/william/websites/asd/cdn.filestackcontent.com/compress=m_true/quality=v_80/cache=expiry_max/no_metadata/Banner9.png	(from https://shor.by/setdgv5)
10:26:08	104/104	---M--	302	error ('Found')	text/html	date:Wed,%2028%20Oct%202020%2014:26:10%20GMT	https://shor.by/Q4OA	/home/william/websites/asd/shor.by/Q4OA	(from https://shor.by/setdgv5)
10:26:10	23/23	---M--	200	added ('OK')	text/plain	date:Wed,%2028%20Oct%202020%2014:26:12%20GMT	https://cdn.filestackcontent.com/robots.txt		(from https://shor.by/setdgv5)
10:26:11	436758/436758	---M--	200	added ('OK')	image/png	etag:%2228671ceec0a236589cad1c7c8c861d0a%22	https://cdn.filestackcontent.com/compress=m:true/quality=v:80/cache=expiry:max/no_metadata/v018x3UxQxuEKi2zhib5	/home/william/websites/asd/cdn.filestackcontent.com/compress=m_true/quality=v_80/cache=expiry_max/no_metadata/Banner8.png	(from https://shor.by/setdgv5)
10:26:50	2143/2143	UR-M--	500	error ('Internal%20Server%20Error')	application/javascript	etag:W/%2230041-1747d06620e%22	https://shor.by/smartpage.js?dc02a640	/home/william/websites/asd/shor.by/smartpage49ef.js	(from https://shor.by/setdgv5)
10:27:31	472384/472384	URF---	200	added ('OK%20(cached)')	image/png		https://cdn.filestackcontent.com/compress=m:true/quality=v:80/cache=expiry:max/no_metadata/CRcyxp5SXKSvgPjp03aA	/home/william/websites/asd/cdn.filestackcontent.com/compress=m_true/quality=v_80/cache=expiry_max/no_metadata/Banner3.png	(from https://shor.by/setdgv5)
10:27:31	604761/604761	URF---	200	added ('OK%20(cached)')	image/png		https://cdn.filestackcontent.com/compress=m:true/quality=v:80/cache=expiry:max/no_metadata/tCXeYLMTSuo5JiSoo3vZ	/home/william/websites/asd/cdn.filestackcontent.com/compress=m_true/quality=v_80/cache=expiry_max/no_metadata/Banner9.png	(from https://shor.by/setdgv5)
10:27:31	19446/19446	URF---	200	added ('OK%20(cached)')	image/jpeg		https://cdn.filestackcontent.com/kyOkiYZ7TgCx0x4BMYTx	/home/william/websites/asd/cdn.filestackcontent.com/WeChat%20Image_20200927235003.jpg	(from https://shor.by/setdgv5)
10:27:31	397852/397852	URF---	200	added ('OK%20(cached)')	image/png		https://cdn.filestackcontent.com/compress=m:true/quality=v:80/cache=expiry:max/no_metadata/N5ccClES0q9Ys3AdxBaw	/home/william/websites/asd/cdn.filestackcontent.com/compress=m_true/quality=v_80/cache=expiry_max/no_metadata/Banner5.png	(from https://shor.by/setdgv5)
10:27:33	4815/4815	---MCZ	200	added ('OK')	text/css	etag:W/%22bd066123cdf3337103b21713df9bfd01%22	https://use.fontawesome.com/releases/v5.1.0/css/svg-with-js.css	/home/william/websites/asd/use.fontawesome.com/releases/v5.1.0/css/svg-with-js.css	(from https://shor.by/css/main.css)
