date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:27:34	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2028%20Oct%202020%2014:27:37%20GMT	https://media.giphy.com/media/htvr4OYmLJXDUXNk21/giphy.gif	/home/william/websites/asd/media.giphy.com/media/htvr4OYmLJXDUXNk21/giphy.15.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
10:27:35	125137/125137	---M--	200	added ('OK')	image/jpeg	etag:W/%221e8d1-16a46668f1f%22	https://shor.by/img/404-bio.jpg	/home/william/websites/asd/shor.by/img/404-bio.jpg	(from https://shor.by/css/main.css)
10:27:35	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2028%20Oct%202020%2014:27:38%20GMT	https://media.giphy.com/media/1wqK5Bf1ten1KTUV8W/giphy.gif	/home/william/websites/asd/media.giphy.com/media/1wqK5Bf1ten1KTUV8W/giphy.16.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
10:27:36	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2028%20Oct%202020%2014:27:38%20GMT	https://media.giphy.com/media/TRjQlKBURMA5G/giphy.gif	/home/william/websites/asd/media.giphy.com/media/TRjQlKBURMA5G/giphy.17.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
10:27:37	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2028%20Oct%202020%2014:27:39%20GMT	https://media.giphy.com/media/xiOKYp5SUa1Es/giphy.gif	/home/william/websites/asd/media.giphy.com/media/xiOKYp5SUa1Es/giphy.18.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
10:27:38	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2028%20Oct%202020%2014:27:41%20GMT	https://media.giphy.com/media/xz9j6yOIO2as0/giphy.gif	/home/william/websites/asd/media.giphy.com/media/xz9j6yOIO2as0/giphy.19.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
10:27:39	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2028%20Oct%202020%2014:27:41%20GMT	https://media.giphy.com/media/V39CvtftZIveg/giphy.gif	/home/william/websites/asd/media.giphy.com/media/V39CvtftZIveg/giphy.1a.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
10:27:40	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2028%20Oct%202020%2014:27:42%20GMT	https://media.giphy.com/media/1iTHo2aLKHaJw1DW/giphy.gif	/home/william/websites/asd/media.giphy.com/media/1iTHo2aLKHaJw1DW/giphy.1b.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
10:27:41	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2028%20Oct%202020%2014:27:44%20GMT	https://media.giphy.com/media/K90ckojkohXfW/giphy.gif	/home/william/websites/asd/media.giphy.com/media/K90ckojkohXfW/giphy.1c.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
10:27:42	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2028%20Oct%202020%2014:27:44%20GMT	https://media.giphy.com/media/3o7TKoWXm3okO1kgHC/giphy.gif	/home/william/websites/asd/media.giphy.com/media/3o7TKoWXm3okO1kgHC/giphy.1d.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
10:27:43	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2028%20Oct%202020%2014:27:45%20GMT	https://media.giphy.com/media/L46STBaMB0TZe/giphy.gif	/home/william/websites/asd/media.giphy.com/media/L46STBaMB0TZe/giphy.1e.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
10:27:44	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2028%20Oct%202020%2014:27:46%20GMT	https://media.giphy.com/media/26tndw5LgWRSqtTsA/giphy.gif	/home/william/websites/asd/media.giphy.com/media/26tndw5LgWRSqtTsA/giphy.1f.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
10:27:45	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2028%20Oct%202020%2014:27:47%20GMT	https://media.giphy.com/media/l0Heg3VJINbkEL94s/giphy.gif	/home/william/websites/asd/media.giphy.com/media/l0Heg3VJINbkEL94s/giphy.20.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
10:27:46	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2028%20Oct%202020%2014:27:48%20GMT	https://media.giphy.com/media/4N1wOi78ZGzSB6H7vK/giphy.gif	/home/william/websites/asd/media.giphy.com/media/4N1wOi78ZGzSB6H7vK/giphy.21.delayed	(from https://shor.by/css/shorby-page.css?dc02a640)
